ID,Question,Ideal_Answer,Chatbot_Answer,Status,Result,Notes
TEST_021,Tòa nhà cao nhất Hà Nội (Keangnam) có gì?,"Tòa nhà Keangnam (Landmark 72) có Đài quan sát Sky 72, bảo tàng tranh 3D Artlink và phòng chiếu phim 5D.","Chào bạn, tôi rất sẵn lòng cung cấp thông tin về **Keangnam Hanoi Landmark 72**, tòa nhà cao nhất Hà Nội (tính đến năm 2024)!

Keangnam Landmark 72 là một tổ hợp đa năng với nhiều điểm tham quan và dịch vụ thú vị, đặc biệt là ở các tầng cao:

1.  **Đài quan sát Sky 72:** Nằm ở **Tầng 72**, đây là nơi bạn có thể ngắm nhìn toàn cảnh thành phố Hà Nội từ độ cao ấn tượng.

2.  **Bảo tàng tranh 3D Artlink:** Đây là một không gian nghệ thuật tương tác, nơi bạn có thể chụp những bức ảnh 3D độc đáo và sáng tạo.

3.  **Phòng chiếu phim 5D:** Cung cấp trải nghiệm xem phim sống động với các hiệu ứng đa giác quan.

4.  **Bức tường Điều ước (Wish Wall):** Một điểm check-in đặc biệt nơi du khách có thể gửi gắm những mong ước của mình.

Ngoài ra, tòa nhà còn bao gồm các khu văn phòng, căn hộ dịch vụ, khách sạn và khu trung tâm thương mại với nhiều cửa hàng và nhà hàng.

Chúc bạn có trải nghiệm thú vị khi khám phá tòa nhà cao nhất Hà Nội này!",SUCCESS,,
TEST_022,Gợi ý một quán cafe rooftop (sân thượng) ở Hà Nội?,"Bạn có thể tham khảo Trill Rooftop (Hei Tower), Top of Hanoi (Lotte Hotel), hoặc Sam Rooftop Cafe.","Chào bạn, tôi rất sẵn lòng gợi ý cho bạn một số quán **cà phê Rooftop (sân thượng)** tuyệt vời ở Hà Nội để bạn có thể ngắm nhìn thành phố từ trên cao!

Dựa trên thông tin về các địa điểm ""chill"" nổi tiếng, đây là một vài lựa chọn bạn có thể cân nhắc:

1.  **Trill Rooftop Cafe:**
    *   **Vị trí nổi bật:** Thường được nhắc đến là một trong những quán rooftop nổi tiếng nhất, tọa lạc tại Hei Tower.
    *   **Điểm cộng:** View nhìn ra khu vực trung tâm thành phố khá thoáng đãng.

2.  **Top of Hanoi:**
    *   **Vị trí nổi bật:** Nằm trên tầng cao của **Lotte Hotel**.
    *   **Điểm cộng:** Vì nằm trong khách sạn cao cấp, không gian thường sang trọng và tầm nhìn cũng rất ấn tượng.

3.  **Sam Rooftop Cafe:**
    *   **Điểm cộng:** Một lựa chọn phổ biến khác trong danh sách các quán cà phê sân thượng được giới trẻ yêu thích.

4.  **Aries Rooftop Coffee:**
    *   **Điểm cộng:** Cũng là một cái tên thường xuyên xuất hiện khi nhắc đến cà phê ngắm cảnh trên cao.

Các quán cà phê rooftop là nơi lý tưởng để bạn thư giãn, tận hưởng không khí mát mẻ và ngắm nhìn Hà Nội lung linh về đêm. Chúc bạn tìm được một nơi ưng ý để ""chill""!",SUCCESS,,
TEST_023,Gợi ý quán cafe chill ở Hồ Tây?,"Khu vực Hồ Tây có nhiều quán view đẹp như The DOM Cafe (có vườn hoa, nhạc acoustic), Bonjour Cafe, hoặc Santorini Vibes.","Chào bạn, tôi rất sẵn lòng gợi ý cho bạn những quán **cà phê chill có view đẹp tại khu vực Hồ Tây** ở Hà Nội!

Hồ Tây nổi tiếng là nơi tập trung nhiều quán cà phê có không gian thư giãn, lãng mạn và tầm nhìn thoáng đãng ra mặt hồ. Dựa trên thông tin về các địa điểm được yêu thích, bạn có thể cân nhắc những quán sau:

1.  **The DOM Cafe:**
    *   **Điểm nổi bật:** Quán này thường được biết đến với không gian có vườn cây xanh mát, đặc biệt là vườn cẩm tú cầu (tùy mùa) và thường có nhạc acoustic nhẹ nhàng. Rất thích hợp để thư giãn.

2.  **Bonjour Cafe:**
    *   **Phong cách:** Mang đậm hơi hướng kiến trúc và không khí lãng mạn kiểu Pháp.

3.  **Santorini Vibes:**
    *   **Phong cách:** Thiết kế theo chủ đề Địa Trung Hải (Hy Lạp), tạo cảm giác như đang đi nghỉ dưỡng.

Những quán cà phê ở Hồ Tây thường có không gian mở, rất lý tưởng để bạn tận hưởng không khí trong lành và ngắm cảnh hồ. Chúc bạn có những giây phút thư giãn tuyệt vời!",SUCCESS,,
TEST_024,Phố Tạ Hiện nổi tiếng về cái gì?,"Phố Tạ Hiện được mệnh danh là ""con phố không ngủ"", là phố bia sầm uất nơi giới trẻ và du khách tụ tập uống bia và ăn đồ nhắm vỉa hè.","Chào bạn, tôi rất sẵn lòng cung cấp thông tin về **Phố Tạ Hiện** ở Hà Nội!

Phố Tạ Hiện (nằm ở khu vực Phố Cổ, thuộc phố Hàng Buồm, Hoàn Kiếm) nổi tiếng là **""con phố không ngủ""** của Hà Nội, đặc biệt là về cuộc sống về đêm và không khí sôi động.

Điểm nổi tiếng nhất của Tạ Hiện bao gồm:

1.  **Phố Bia Sầm Uất:** Đây là nơi tập trung rất đông đúc giới trẻ và khách du lịch quốc tế vào buổi tối. Mọi người thường ngồi tràn ra vỉa hè, thưởng thức bia cỏ (bia hơi) giá rẻ.
2.  **Đồ Ăn Vặt:** Khu vực này nổi tiếng với các món ăn vặt đường phố đi kèm với bia, tiêu biểu như **nem chua rán**, **khoai tây chiên**, và các loại xiên nướng.
3.  **Không Khí Náo Nhiệt:** Tạ Hiện mang lại trải nghiệm văn hóa đường phố đặc trưng, với âm nhạc, tiếng trò chuyện rộn rã và không khí lễ hội kéo dài đến khuya.

Nếu bạn muốn trải nghiệm sự náo nhiệt và sôi động của cuộc sống về đêm Hà Nội, Tạ Hiện là một địa điểm không thể bỏ qua!",SUCCESS,,
TEST_025,Phố Sách Hà Nội ở đâu?,Phố Sách chính thức của Hà Nội nằm ở đường 19 Tháng 12 (nối Lý Thường Kiệt và Hai Bà Trưng). Ngoài ra còn có phố sách cũ ở Đường Láng và khu bán sách ở Đinh Lễ.,"Chào bạn, tôi rất sẵn lòng cung cấp thông tin về **Phố Sách Hà Nội**!

Phố Sách Hà Nội là một không gian văn hóa dành cho những người yêu sách, và nó nằm ở:

*   **Vị trí:** **Phố Sách 19 Tháng 12**, nằm ở quận Hoàn Kiếm, Hà Nội.
*   **Đặc điểm:** Phố sách này là một con phố đi bộ, nối giữa phố Lý Thường Kiệt và phố Hai Bà Trưng.

Đây là nơi tập trung nhiều gian hàng sách của các nhà xuất bản lớn và cũng có các quán cà phê sách (book cafe) yên tĩnh, rất lý tưởng để bạn tìm kiếm những cuốn sách hay và thư giãn.

Ngoài ra, bạn cũng có thể tìm thấy **phố sách cũ** ở khu vực **Đường Láng** nếu bạn quan tâm đến sách cũ nhé!",SUCCESS,,
TEST_026,Đến làng gốm Bát Tràng thì làm gì?,"Đến Bát Tràng, bạn có thể tham quan chợ gốm, tự tay thử nặn gốm, tham quan làng cổ, hoặc check-in tại Bảo tàng Gốm Bát Tràng.","Chào bạn, tôi rất sẵn lòng gợi ý những hoạt động thú vị khi bạn ghé thăm **Làng gốm Bát Tràng**!

Làng gốm Bát Tràng (thuộc huyện Gia Lâm, cách trung tâm Hà Nội khoảng 15km) là một làng nghề truyền thống nổi tiếng. Khi đến đây, bạn có thể tham gia các hoạt động sau:

1.  **Tham quan và Mua sắm tại Chợ Gốm:** Đây là nơi tập trung nhiều sản phẩm gốm sứ đa dạng, từ đồ gia dụng, trang trí nội thất đến các tác phẩm nghệ thuật tinh xảo. Bạn có thể tìm mua những món quà lưu niệm độc đáo.

2.  **Tự tay làm gốm (Trải nghiệm Nặn Gốm):** Đây là trải nghiệm được yêu thích nhất. Nhiều xưởng gốm nhỏ trong làng mở cửa cho du khách tự tay thử sức với bàn chuốt gốm, nặn và tạo hình sản phẩm theo ý thích của mình.

3.  **Khám phá Bảo tàng Gốm Bát Tràng:** Nếu bạn muốn tìm hiểu sâu hơn về lịch sử và sự phát triển của làng nghề, bảo tàng với kiến trúc độc đáo lấy cảm hứng từ bàn chuốt gốm là điểm đến không thể bỏ qua.

4.  **Tham quan các điểm di tích và kiến trúc cổ:** Bạn có thể tìm thấy những ""lò bầu cổ"" (lò nung gốm kiểu cũ) còn sót lại, Đình làng Bát Tràng, hoặc Nhà cổ Vạn Vân để cảm nhận không gian làng nghề truyền thống.

Chúc bạn có một chuyến đi trải nghiệm văn hóa và nghệ thuật làm gốm thật vui vẻ tại Bát Tràng!",SUCCESS,,
TEST_027,Bảo tàng Gốm Bát Tràng có gì hay?,Bảo tàng Gốm Bát Tràng có kiến trúc rất độc đáo (lấy cảm hứng từ bàn chuốt gốm) và là nơi trưng bày các tác phẩm gốm nghệ thuật.,"Chào bạn, tôi rất sẵn lòng chia sẻ về **Bảo tàng Gốm Bát Tràng**!

Bảo tàng Gốm Bát Tràng là một điểm đến rất thú vị khi bạn ghé thăm làng nghề truyền thống này. Dựa trên thông tin về các điểm tham quan tại Bát Tràng, đây là những điểm hay của bảo tàng:

1.  **Kiến trúc Độc đáo:** Bảo tàng có kiến trúc rất ấn tượng, được thiết kế lấy cảm hứng từ các **vòng xoáy của bàn chuốt gốm**. Đây là một điểm check-in rất đẹp và mang đậm dấu ấn văn hóa làng nghề.

2.  **Trưng bày Nghệ thuật Gốm:** Bên trong, bảo tàng trưng bày các tác phẩm gốm nghệ thuật tinh xảo, giúp du khách có cái nhìn sâu sắc hơn về lịch sử hình thành và sự phát triển qua các thời kỳ của gốm sứ Bát Tràng.

3.  **Tìm hiểu Lịch sử Làng nghề:** Đây là nơi lý tưởng để bạn tìm hiểu về quá trình làm gốm, từ khâu chọn đất, tạo hình, đến nung sản phẩm, qua các hiện vật và tư liệu được trưng bày.

Bảo tàng Gốm Bát Tràng là sự kết hợp hoàn hảo giữa kiến trúc hiện đại và giá trị văn hóa truyền thống, rất đáng để ghé thăm bên cạnh trải nghiệm tự tay nặn gốm tại các xưởng xung quanh!",SUCCESS,,
TEST_028,Tràng Tiền Plaza bán gì?,"Tràng Tiền Plaza (gần Hồ Gươm) là trung tâm thương mại sang trọng, chủ yếu bán các thương hiệu cao cấp quốc tế như Chanel, Dior, Louis Vuitton.","Chào bạn, tôi rất sẵn lòng cung cấp thông tin về **Tràng Tiền Plaza**!

Tràng Tiền Plaza là một trung tâm thương mại lâu đời và sang trọng bậc nhất Hà Nội, nằm ngay cạnh Hồ Gươm.

Nơi đây nổi tiếng vì quy tụ các **thương hiệu cao cấp quốc tế** và các sản phẩm thời trang, phụ kiện đắt tiền. Cụ thể, Tràng Tiền Plaza bán các mặt hàng từ các nhãn hiệu xa xỉ như:

1.  **Thời trang và Phụ kiện:** Các thương hiệu quốc tế lớn như Chanel, Dior, Louis Vuitton.
2.  **Mỹ phẩm và Nước hoa:** Các gian hàng của các thương hiệu làm đẹp cao cấp.

Nếu bạn đang tìm kiếm những món đồ hàng hiệu hoặc muốn trải nghiệm không gian mua sắm sang trọng, Tràng Tiền Plaza là một địa điểm đáng cân nhắc tại khu vực trung tâm Hà Nội.",SUCCESS,,
TEST_029,Tôi có thể tự làm gốm ở đâu?,"Bạn có thể trải nghiệm tự tay nặn gốm (chuốt, nặn) tại các xưởng nhỏ ở Làng gốm Bát Tràng (huyện Gia Lâm).","Chào bạn, tôi rất sẵn lòng gợi ý cho bạn những nơi bạn có thể tự tay làm gốm!

Dựa trên các gợi ý du lịch và quà tặng trải nghiệm, việc tự làm gốm là một hoạt động rất thú vị và thư giãn. Bạn có thể thực hiện trải nghiệm này ở các địa điểm sau tại Hà Nội và các vùng lân cận:

1.  **Làng Gốm Bát Tràng (Gia Lâm, Hà Nội):**
    *   Đây là địa điểm nổi tiếng nhất. Nhiều xưởng gốm tại Bát Tràng mở dịch vụ cho du khách trải nghiệm nặn gốm trên bàn chuốt.
    *   Bạn có thể tự tay tạo hình sản phẩm và sau đó nhờ xưởng nung chín sản phẩm đó để mang về làm kỷ niệm.

2.  **Các Studio Gốm Nghệ Thuật tại Hà Nội:**
    *   Ngoài Bát Tràng, hiện nay có nhiều studio gốm nhỏ xinh xắn nằm ngay trong trung tâm thành phố (thường ở các quận như Đống Đa, Ba Đình, hoặc Tây Hồ).
    *   Các studio này thường cung cấp các lớp học ngắn hạn hoặc buổi trải nghiệm làm gốm (thường là tô màu lên sản phẩm đã nung sẵn hoặc tự nặn). Đây là một lựa chọn tuyệt vời nếu bạn muốn tìm kiếm một **voucher tham gia lớp học làm gốm** làm quà tặng trải nghiệm.

**Gợi ý thêm:** Nếu bạn đang tìm kiếm một món quà, **Voucher tham gia lớp học làm gốm** là một lựa chọn rất hay cho những người thích sáng tạo và thủ công, với chi phí thường dưới 500k cho một buổi trải nghiệm.

Bạn muốn tìm hiểu chi tiết hơn về địa chỉ cụ thể của các studio gốm trong thành phố hay muốn biết thêm về quy trình làm gốm ở Bát Tràng không?",SUCCESS,,
TEST_030,Grand World ở Ocean City có gì?,"Grand World tái hiện các khu phố theo phong cách Venice (Ý) và K-Town (Hàn Quốc), có kênh đào với thuyền Gondola và các show diễn thực cảnh.","Chào bạn, tôi rất sẵn lòng giới thiệu về **Grand World** tại **Ocean City**!

Grand World là một siêu quần thể giải trí và thương mại mới mẻ, được xây dựng theo mô hình phức hợp đa phong cách, mang lại trải nghiệm du lịch và mua sắm sôi động.

Dưới đây là những điểm nổi bật và hoạt động bạn có thể trải nghiệm tại Grand World:

1.  **Khu Phố Thương Mại Venice (Ý):**
    *   Nơi đây tái hiện không gian lãng mạn của thành phố Venice (Ý) với các dãy nhà mang kiến trúc châu Âu và đặc biệt là **kênh đào nhân tạo**.
    *   Bạn có thể đi thuyền **Gondola** trên kênh đào để tận hưởng không gian thơ mộng.

2.  **Khu K-Town (Hàn Quốc):**
    *   Khu vực này được thiết kế theo phong cách hiện đại, lấy cảm hứng từ văn hóa và kiến trúc Hàn Quốc, thu hút giới trẻ yêu thích K-Pop và văn hóa xứ sở kim chi.

3.  **Các Show Diễn Thực Cảnh:**
    *   Grand World nổi tiếng với các **show diễn thực cảnh quy mô lớn** được đầu tư công phu, mang lại trải nghiệm nghệ thuật mãn nhãn cho du khách.

4.  **Mua sắm và Ẩm thực:**
    *   Quần thể này có rất nhiều **cửa hàng thời trang**, workshop và khu vực ẩm thực đa dạng, phục vụ nhu cầu mua sắm và thưởng thức các món ăn.

Grand World là một điểm đến lý tưởng nếu bạn muốn tìm kiếm một không gian giải trí tổng hợp, sôi động và mang hơi hướng quốc tế ngay tại khu vực phía Đông Hà Nội.",SUCCESS,,
TEST_031,Gợi ý địa điểm du lịch ở Đà Nẵng.,"Xin lỗi, tôi chỉ có thể cung cấp thông tin về các địa điểm du lịch tại Hà Nội.","Chào bạn, tôi rất sẵn lòng gợi ý cho bạn những địa điểm du lịch tuyệt vời tại **Đà Nẵng**!

Đà Nẵng là thành phố biển xinh đẹp với sự kết hợp hài hòa giữa cảnh quan thiên nhiên hùng vĩ, bãi biển cát trắng và các công trình kiến trúc hiện đại. Dưới đây là một số gợi ý tham quan nổi bật:

1.  **Bán Đảo Sơn Trà và Chùa Linh Ứng:**
    *   Đây là ""lá phổi xanh"" của thành phố. Bạn nên ghé thăm **Chùa Linh Ứng** để chiêm ngưỡng Tượng Phật Bà Quan Âm cao nhất Việt Nam và ngắm nhìn toàn cảnh thành phố từ trên cao.

2.  **Cầu Rồng và Cầu Sông Hàn:**
    *   **Cầu Rồng** là biểu tượng mới của Đà Nẵng, nổi tiếng với màn phun lửa và phun nước vào tối thứ Bảy và Chủ Nhật hàng tuần (khoảng 21h00).
    *   **Cầu Sông Hàn** là cây cầu quay duy nhất ở Việt Nam, cũng là một điểm ngắm cảnh đẹp vào buổi tối.

3.  **Khu Du Lịch Bà Nà Hills:**
    *   Nơi đây nổi tiếng với khí hậu mát mẻ như Đà Lạt thu nhỏ, đặc biệt là **Cầu Vàng** (Golden Bridge) với thiết kế bàn tay khổng lồ nâng đỡ cây cầu. Bạn sẽ mất gần một ngày để khám phá hết khu vực này.

4.  **Bãi Biển Mỹ Khê:**
    *   Được mệnh danh là một trong những bãi biển đẹp nhất hành tinh. Đây là nơi lý tưởng để tắm biển, tham gia các môn thể thao dưới nước hoặc đơn giản là thư giãn trên bờ cát.

5.  **Ngũ Hành Sơn:**
    *   Một quần thể gồm năm ngọn núi đá vôi và cẩm thạch với nhiều hang động, chùa chiền linh thiêng. Bạn có thể leo núi hoặc đi thang máy lên đỉnh để khám phá các hang động như động Huyền Không.

6.  **Phố Cổ Hội An (Gần Đà Nẵng):**
    *   Mặc dù thuộc Quảng Nam, Hội An chỉ cách Đà Nẵng khoảng 30-45 phút di chuyển. Đây là điểm không thể bỏ qua với những ngôi nhà cổ kính, đèn lồng rực rỡ và ẩm thực phong phú.

Bạn có kế hoạch đi Đà Nẵng vào dịp nào và bạn quan tâm đến loại hình du lịch nào (nghỉ dưỡng biển, khám phá văn hóa, hay giải trí mạo hiểm) để tôi có thể gợi ý chi tiết hơn không?",SUCCESS,,
TEST_032,Ăn gì ở Sài Gòn?,"Rất tiếc, phạm vi kiến thức của tôi hiện tại chỉ tập trung vào ẩm thực và du lịch Hà Nội.","Xin lỗi, tôi chỉ có thể hỗ trợ về gợi ý du lịch và quà tặng. Tôi không thể trả lời câu hỏi về ăn uống.",SUCCESS,,
TEST_033,Nên tặng quà gì cho mẹ?,"Xin lỗi, tôi được thiết kế để gợi ý quà tặng cho các cặp đôi. Tôi chưa có thông tin về quà tặng cho mẹ.","Chào bạn, tôi rất sẵn lòng gợi ý cho bạn những món quà ý nghĩa để tặng mẹ!

Vì bạn không đề cập đến dịp lễ cụ thể (như sinh nhật, Ngày của Mẹ, hay chỉ đơn giản là muốn tặng quà), tôi sẽ đưa ra các gợi ý quà tặng đa dạng, phù hợp với nhiều sở thích và mức chi phí khác nhau, tập trung vào những món quà thể hiện sự quan tâm và chăm sóc:

1.  **Quà tặng Chăm sóc Sức khỏe và Thư giãn:**
    *   **Máy massage:** Các loại máy massage cổ, vai gáy, hoặc máy massage chân là món quà tuyệt vời giúp mẹ thư giãn sau những giờ làm việc nhà hoặc mệt mỏi.
    *   **Thực phẩm chức năng/Bổ sung:** Các loại vitamin, thực phẩm hỗ trợ xương khớp, hoặc nhân sâm, yến sào (tùy theo nhu cầu và điều kiện kinh tế).
    *   **Gói spa/massage trị liệu:** Một buổi thư giãn tại spa cao cấp là cách tuyệt vời để mẹ được chăm sóc bản thân.

2.  **Quà tặng Thời trang và Phụ kiện:**
    *   **Khăn choàng lụa/Cashmere:** Một chiếc khăn choàng chất liệu tốt, màu sắc trang nhã không chỉ giữ ấm mà còn tăng thêm vẻ thanh lịch cho mẹ.
    *   **Túi xách:** Chọn một chiếc túi xách da hoặc túi vải có kiểu dáng phù hợp với phong cách thường ngày của mẹ (túi đeo vai hoặc túi xách tay).
    *   **Trang sức:** Một bộ dây chuyền, hoa tai ngọc trai hoặc vàng bạc đơn giản, tinh tế.

3.  **Quà tặng Trải nghiệm và Kỷ niệm:**
    *   **Chuyến du lịch ngắn ngày:** Nếu mẹ bạn thích du lịch, hãy lên kế hoạch cho một chuyến đi nghỉ dưỡng ngắn ngày đến Đà Lạt, Nha Trang, hoặc một khu nghỉ dưỡng yên tĩnh gần thành phố.
    *   **Khóa học/Workshop:** Nếu mẹ có sở thích mới (như cắm hoa, làm gốm, học nấu ăn), một voucher tham gia lớp học sẽ là món quà ý nghĩa.
    *   **Album ảnh gia đình:** In những bức ảnh gia đình đẹp nhất và làm thành một cuốn album ảnh chất lượng cao hoặc khung ảnh kỹ thuật số.

4.  **Quà tặng Thiết thực cho Gia đình:**
    *   **Đồ gia dụng thông minh:** Các thiết bị giúp giảm bớt công việc nhà như robot hút bụi, máy rửa chén, hoặc nồi chiên không dầu.
    *   **Bộ ấm trà/Cà phê cao cấp:** Nếu mẹ bạn thích thưởng thức trà hoặc cà phê.

**Gợi ý thêm:** Dù bạn chọn món quà nào, hãy luôn nhớ **kèm theo một tấm thiệp viết tay** với những lời chúc chân thành. Sự quan tâm và tình cảm bạn đặt vào món quà thường là điều khiến mẹ cảm động nhất!

Bạn có muốn tôi gợi ý chi tiết hơn về một địa điểm du lịch cho mẹ không?",SUCCESS,,
TEST_034,World Cup 2026 tổ chức ở đâu?,"Xin lỗi, tôi không có thông tin về các sự kiện thể thao. Tôi chỉ có thể giúp bạn về du lịch Hà Nội và quà tặng cho cặp đôi.","Xin lỗi, tôi chỉ có thể hỗ trợ về gợi ý du lịch và quà tặng. Tôi không thể trả lời câu hỏi về World Cup 2026 tổ chức ở đâu.",SUCCESS,,
TEST_035,Năm 1010 có sự kiện lịch sử gì ở Việt Nam?,"Rất tiếc, tôi không được đào tạo về kiến thức lịch sử. Tôi chỉ có thể tư vấn về du lịch Hà Nội.","Xin lỗi, tôi chỉ có thể hỗ trợ về gợi ý du lịch và quà tặng. Tôi không thể trả lời câu hỏi về lịch sử.",SUCCESS,,
TEST_036,Làm thế nào để lập trình một website?,"Xin lỗi, tôi không thể tư vấn về các chủ đề lập trình. Bạn có muốn hỏi về địa điểm du lịch Hà Nội không?","Xin lỗi, tôi chỉ có thể hỗ trợ về gợi ý du lịch và quà tặng. Tôi không thể trả lời câu hỏi về lập trình website.",SUCCESS,,
TEST_037,Trời hôm nay có mưa không?,Tôi không có khả năng cập nhật thông tin thời tiết theo thời gian thực. Tôi chỉ có thể giúp bạn về các địa điểm cố định ở Hà Nội.,"Hôm nay là Chủ Nhật, ngày 16 tháng 11 năm 2025.

Tôi không có thông tin thời tiết trực tiếp để cho bạn biết chính xác trời hôm nay (16/11/2025) có mưa hay không. Bạn vui lòng kiểm tra ứng dụng thời tiết hoặc trang tin tức địa phương để có thông tin chính xác nhất về tình hình mưa tại khu vực bạn đang ở nhé!",SUCCESS,,
TEST_038,asdfghjkl,"Xin lỗi, tôi không hiểu câu hỏi của bạn. Bạn có thể diễn đạt rõ hơn không?","Xin lỗi, tôi chỉ có thể hỗ trợ về gợi ý du lịch và quà tặng. Tôi không thể trả lời câu hỏi về asdfghjkl.",SUCCESS,,
TEST_039,Cầu Rồng ở đâu?,"Xin lỗi, tôi chỉ có thông tin về các địa điểm ở Hà Nội. Tôi không có dữ liệu về Cầu Rồng.","Cầu Rồng nằm ở thành phố **Đà Nẵng**, Việt Nam. Đây là một trong những địa điểm tham quan nổi bật nhất của thành phố biển hiện đại này.",SUCCESS,,
TEST_040,Gợi ý quà sinh nhật cho sếp.,"Rất tiếc, kiến thức của tôi tập trung vào quà tặng cho các cặp đôi, không phải cho sếp.","Xin lỗi, tôi chỉ có thể hỗ trợ về gợi ý du lịch và quà tặng. Tôi không thể trả lời câu hỏi về gợi ý quà sinh nhật cho sếp.",SUCCESS,,
